Epoch	1 time	329.7402801513672
Epoch	2 time	313.0149254798889
Epoch	3 time	311.02504777908325
epoch	4 iter	2001 discr_adv	0.7479780912399292 adv_discr_adv	0.7479780912399292 gen_l1	0.23972246050834656 gen_adv	1.8470118045806885 gen_fm	3.9775736331939697 gen_resnet_pl	6.355354309082031
iter	2001 PSNR	16.18216744521661 SSIM	0.7694732314098617 FID	71.85710555436737 LPIPS	0.2421378344297409
Epoch	4 time	413.589079618454
Epoch	5 time	312.9607033729553
Epoch	6 time	310.92247796058655
epoch	7 iter	4001 discr_adv	0.788701057434082 adv_discr_adv	0.788701057434082 gen_l1	0.22642676532268524 gen_adv	1.7464519739151 gen_fm	3.3411872386932373 gen_resnet_pl	5.451416492462158
iter	4001 PSNR	22.598315706840562 SSIM	0.8735980244146869 FID	32.45673996719319 LPIPS	0.1747990846633911
Epoch	7 time	410.2789659500122
Epoch	8 time	314.219655752182
Epoch	9 time	311.67406129837036
epoch	10 iter	6001 discr_adv	0.7942997813224792 adv_discr_adv	0.7942997813224792 gen_l1	0.2723456621170044 gen_adv	1.7214570045471191 gen_fm	4.438082695007324 gen_resnet_pl	5.6193318367004395
iter	6001 PSNR	24.002334521418362 SSIM	0.8812952186681918 FID	28.945998712024192 LPIPS	0.15388040244579315
Epoch	10 time	407.15323185920715
Epoch	11 time	311.82487320899963
Epoch	12 time	311.9612720012665
epoch	13 iter	8001 discr_adv	0.7761498689651489 adv_discr_adv	0.7761498689651489 gen_l1	0.14921604096889496 gen_adv	1.985605001449585 gen_fm	3.9421346187591553 gen_resnet_pl	5.47029447555542
iter	8001 PSNR	21.56259241442391 SSIM	0.8686064301232311 FID	34.72920087529846 LPIPS	0.17731137573719025
Epoch	13 time	408.3820126056671
Epoch	14 time	312.9257278442383
Epoch	15 time	312.2792980670929
epoch	16 iter	10001 discr_adv	0.8853587508201599 adv_discr_adv	0.8853587508201599 gen_l1	0.12466108798980713 gen_adv	1.7631356716156006 gen_fm	4.5758137702941895 gen_resnet_pl	5.843074321746826
iter	10001 PSNR	23.53052260383942 SSIM	0.8880204006157849 FID	27.863447083913115 LPIPS	0.16206689178943634
Epoch	16 time	403.7391149997711
Epoch	17 time	312.3919167518616
Epoch	18 time	311.85406947135925
Epoch	19 time	311.8955109119415
epoch	20 iter	12001 discr_adv	0.7646079063415527 adv_discr_adv	0.7646079063415527 gen_l1	0.12203224003314972 gen_adv	1.5797438621520996 gen_fm	3.8232040405273438 gen_resnet_pl	4.5738677978515625
iter	12001 PSNR	24.415467436639947 SSIM	0.8897428684206893 FID	25.687597671356116 LPIPS	0.13628043234348297
Epoch	20 time	406.44706177711487
Epoch	21 time	312.7963831424713
Epoch	22 time	312.5674169063568
epoch	23 iter	14001 discr_adv	0.7657111883163452 adv_discr_adv	0.7657111883163452 gen_l1	0.13524174690246582 gen_adv	1.8848176002502441 gen_fm	3.922161102294922 gen_resnet_pl	4.432979583740234
iter	14001 PSNR	23.486654655778935 SSIM	0.8833928805492566 FID	24.853811427497476 LPIPS	0.13981010019779205
Epoch	23 time	406.276873588562
Epoch	24 time	312.52999114990234
Epoch	25 time	312.76964712142944
epoch	26 iter	16001 discr_adv	0.7662312388420105 adv_discr_adv	0.7662312388420105 gen_l1	0.1410849690437317 gen_adv	1.6272592544555664 gen_fm	4.337846279144287 gen_resnet_pl	4.98036003112793
iter	16001 PSNR	24.49215462187622 SSIM	0.8894265235131887 FID	23.029631685759057 LPIPS	0.13549740612506866
Epoch	26 time	407.2993564605713
Epoch	27 time	312.4239318370819
Epoch	28 time	312.09011054039
epoch	29 iter	18001 discr_adv	0.7757232189178467 adv_discr_adv	0.7757232189178467 gen_l1	0.15054157376289368 gen_adv	1.732022762298584 gen_fm	4.401432991027832 gen_resnet_pl	4.70615291595459
iter	18001 PSNR	24.56593139025727 SSIM	0.8920626263763511 FID	22.758332969446997 LPIPS	0.13268159329891205
Epoch	29 time	403.9267554283142
Epoch	30 time	312.38267612457275
Epoch	31 time	311.85368394851685
epoch	32 iter	20001 discr_adv	0.8131906986236572 adv_discr_adv	0.8131906986236572 gen_l1	0.1197148784995079 gen_adv	1.8881516456604004 gen_fm	4.60380220413208 gen_resnet_pl	4.759799957275391
iter	20001 PSNR	23.969455102201337 SSIM	0.8900155467414904 FID	23.390350755681425 LPIPS	0.1448553204536438
Epoch	32 time	404.3144392967224
Epoch	33 time	311.5269739627838
Epoch	34 time	313.12712144851685
Epoch	35 time	312.4631316661835
epoch	36 iter	22001 discr_adv	0.7795091867446899 adv_discr_adv	0.7795091867446899 gen_l1	0.19573388993740082 gen_adv	1.6233426332473755 gen_fm	3.5632688999176025 gen_resnet_pl	4.139667510986328
iter	22001 PSNR	24.659282868726287 SSIM	0.8919649789158874 FID	21.66342778226351 LPIPS	0.12497368454933167
Epoch	36 time	402.77230620384216
Epoch	37 time	316.958087682724
Epoch	38 time	318.8298361301422
epoch	39 iter	24001 discr_adv	0.8281978964805603 adv_discr_adv	0.8281978964805603 gen_l1	0.12889206409454346 gen_adv	1.8120124340057373 gen_fm	5.425864219665527 gen_resnet_pl	5.56472635269165
iter	24001 PSNR	24.33833844656652 SSIM	0.8899610842191764 FID	21.86560391744979 LPIPS	0.13413506746292114
Epoch	39 time	414.02129793167114
Epoch	40 time	317.2999348640442
Epoch	41 time	317.2579081058502
epoch	42 iter	26001 discr_adv	0.82850182056427 adv_discr_adv	0.82850182056427 gen_l1	0.11073248088359833 gen_adv	1.4351832866668701 gen_fm	4.673550605773926 gen_resnet_pl	4.930981159210205
